Source Table,Record ID,Product URL,Inspection Photo,Product Name,Description,Retail Price (CAD),Weight,Dimension,Brand,Good product images URLs,Downloaded Images Count,Local Image Paths,Processing Status,Processing Timestamp
Items-Bid4more,recFPztEp1UDL6ORa,https://www.walmart.com/ip/L-Oreal-Paris-Elvive-Hyaluron-Plump-Shampoo-26-5-fl-oz/8641971959,,"L'Oreal Paris Elvive Hyaluron Plump Shampoo, 26.5 fl oz","L'Oreal Paris Elvive Hyaluron Plump Shampoo, hydrates for visibly plumped, bouncy hair, with no weigh down.  This shampoo is suitable for all hair types, even color-treated hair.",Not found,1.85 lbs,3.25 x 8.5 x 2.25 inches,L'Oreal Paris,https://i5.walmartimages.com/asr/64613743-7e5c-4900-8a03-7b30120a9954.b709343f402aa9d5a2a6c249e302a4e3.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,0,,Completed,2025-07-21T22:08:56.295055
Items-Bid4more,recQrVWzUmnJiG83w,https://odelebeauty.com/products/volumizing-conditioner?variant=29467675131978,,Volumizing Conditioner,"Give your hair a lift with this salon-grade conditioner that helps hair look and feel thicker while enabling increased bounce and movement. Fortified with amino acids to promote hair strength, this nourishing conditioner moisturizes and adds shine without adding weight.",$16.58 CAD,13 oz,Not found,Odele Beauty,"http://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz.jpg?v=1743788427, https://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz.jpg?v=1743788427, https://odelebeauty.com/cdn/shop/files/VolumizingConditioner_13oz_600x600_crop_center.jpg?v=1743788427",3,"downloaded_images\Volumizing_Conditioner\image_1.jpg, downloaded_images\Volumizing_Conditioner\image_2.jpg, downloaded_images\Volumizing_Conditioner\image_3.jpg",Completed,2025-07-21T22:09:02.347059
Items-Bid4more,recHdV9qHjVxxNCa1,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:09:05.311598
Items-Bid4more,recH92btlGuXdEQe3,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:09:07.046282
Items-Bid4more,recZczyY4yxXDHAny,https://www.amazon.ca/philosophy-Purity-Made-Simple-Moisturizer/dp/B079SJ7RYS,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:09:08.702877
Items-Bid4more,rec30PRdURUDcpBqX,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936,,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass & Sandalwood Scent) - 17.5 oz - 1 Bottle,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass & Sandalwood Scent) - 17.5 oz - 1 Bottle. This invigorating body wash is designed for the man who appreciates a deep clean and a refreshing scent. The Midnight Swim scent is a captivating blend of sea grass and sandalwood.,$15.97,1.1 lbs,3.27 x 3.27 x 8.58 inches,Duke Cannon,"https://i5.walmartimages.com/asr/05e5b030-d58c-48c2-b738-2e859295df3a.97156344a3056ef2209209038e3875db.jpeg, https://i5.walmartimages.com/asr/f60d3e61-0087-436b-83a5-295b0b7d2053.38c2098099a6f347161a64c5063a5424.jpeg, https://i5.walmartimages.com/asr/79c7ff41-9aa7-4861-8aa8-088202490846.30627a2f404d157d5160461035c81c4c.jpeg",0,,Completed,2025-07-21T22:09:15.552636
Items-Bid4more,recf3nswhu5AeHb95,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_1.png, downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_2.png",Completed,2025-07-21T22:09:21.462734
Items-Bid4more,recNoaOol3ULzAn85,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_1.png, downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_2.png",Completed,2025-07-21T22:09:27.476611
Items-Bid4more,reckbBsPTeNiaRnY0,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_1.png, downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_2.png",Completed,2025-07-21T22:09:33.403965
Items-Bid4more,recJgKkxM7s66p7Hy,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_1.png, downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_2.png",Completed,2025-07-21T22:09:39.447452
Items-Bid4more,recc9cj6tOsB3Ap54,https://www.nativecos.com/products/shampoo?_pos=1&_sid=5c82e7a45&_ss=r&variant=46204818817198,,Native Moisturizing Shampoo | Ocean & Timber,"Native’s Ocean & Timber Shampoo feels like you’re savoring a seaside breeze under the sun. Clean, refreshing, and a little bit earthy.",$13.99 CAD,11.5 oz,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_1.png, downloaded_images\Native_Moisturizing_Shampoo__Ocean__Timber\image_2.png",Completed,2025-07-21T22:09:45.639753
Items-Bid4more,recA3yLkXVdLChAyW,https://www.nativecos.com/products/shampoo?_pos=3&_psq=cucumber+%26+mint&_ss=e&_v=1.0&variant=46204818751662,,Native Volumizing Shampoo | Cucumber & Mint,"Our cucumber & mint shampoo provides weightless lift for full, voluminous hair. Uses just 10 thoughtful ingredients while vegan and cruelty-free.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Volumizing_Shampoo__Cucumber__Mint\image_1.png, downloaded_images\Native_Volumizing_Shampoo__Cucumber__Mint\image_2.png",Completed,2025-07-21T22:09:51.362851
Items-Bid4more,recQmHsFYxmbkzljX,https://www.nativecos.com/products/shampoo?_pos=3&_psq=cucumber+%26+mint&_ss=e&_v=1.0&variant=46204818751662,,Native Volumizing Shampoo | Cucumber & Mint,"Our cucumber & mint shampoo provides weightless lift for full, voluminous hair. Uses just 10 thoughtful ingredients while vegan and cruelty-free.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024, https://www.nativecos.com/cdn/shop/files/shampoo-strengthening-almond-shea-butter-1_d16e7033-56a6-4457-ac44-82bf4c526923.png?v=1739471432&width=1024",2,"downloaded_images\Native_Volumizing_Shampoo__Cucumber__Mint\image_1.png, downloaded_images\Native_Volumizing_Shampoo__Cucumber__Mint\image_2.png",Completed,2025-07-21T22:09:57.502118
Items-Bid4more,rec1rWhul58QNsnz3,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936?classType=REGULAR,,Duke Cannon Thick Body Wash Midnight Swim (Sea Grass & Sandalwood Scent) - 17.5 oz - 1 Bottle,This Duke Cannon Thick Body Wash in Midnight Swim scent is designed for hard-working men.  The 17.5 oz bottle is formulated with plant-based cleansers and natural ingredients to provide a deep clean without drying out your skin.,$13.47,1.1 lbs,Not found,Duke Cannon,https://i5.walmartimages.com/asr/4799746a-e5f6-4d5c-8a42-81a779496038.65db30c00a56c608a77841d7973e4913.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,0,,Completed,2025-07-21T22:10:03.689718
Items-Bid4more,recTViQhEijBkaAcr,https://www.walmart.com/ip/Duke-Cannon-Thick-Body-Wash-Midnight-Swim-Sea-Grass-Sandalwood-Scent-17-5-oz-1-Bottle/2584454936?classType=REGULAR,,Duke Cannon Thick Body Wash - Midnight Swim (Sea Grass + Sandalwood Scent) - 17.5 oz - 1 Bottle,Duke Cannon Thick Body Wash in Midnight Swim scent (Sea Grass + Sandalwood). This 17.5 oz bottle of body wash provides a rich lather and refreshing scent experience.,Not found,17.5 oz,Not found,Duke Cannon,"https://i5.walmartimages.com/asr/ea173465-d132-46eb-8dc8-82e6d013f096.c75b0cb78d166d6d4a0b8670796556a2.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/e00e5afa-2c8c-48a5-bb63-f07a999242cf.385268eb087d196b389b5efc8805156d.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/663a0b1b-7f68-487b-b14a-045d9958121b.50600316ff4065b9c065f294988f8e8b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF",0,,Completed,2025-07-21T22:10:10.625816
Items-Bid4more,recabUg1u5EDz7jok,https://a.co/d/1gW2Ze3,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:10:14.586323
Items-Bid4more,recnW6E2Rr5S9FGbB,https://www.nativecos.com/products/conditioner?variant=46204817703086&srsltid=AfmBOoq6jri3ZLRNFZdBFJMcxkMTqDQg9ogFLLweodC8fkKVobA6VRmG,,Native Almond & Shea Butter Strengthening Conditioner,"Native Shea Butter & Almond conditioner strengthens hair against damage.  Shop Conditioner that's free of sulfated surfactants, silicone, dye, and parabens.",Not found,Not found,Not found,Native,"http://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-1_f6662399-e092-4821-a728-5b09954c9d13.png?v=1739471433&width=1024, https://www.nativecos.com/cdn/shop/files/strengthening-conditioner-almond-shea-butter-1_f6662399-e092-4821-a728-5b09954c9d13.png?v=1739471433&width=1024",2,"downloaded_images\Native_Almond__Shea_Butter_Strengthening_Condition\image_1.png, downloaded_images\Native_Almond__Shea_Butter_Strengthening_Condition\image_2.png",Completed,2025-07-21T22:10:19.376583
Items-Bid4more,recCg8bGbJNHtp0Vk,https://www.amazon.com/Gaiam-Yoga-Mat-Cleaner-Spray/dp/B000VDRQSK,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:10:22.908471
Items-Bid4more,rech0ECkc6LKmReIn,https://odelebeauty.com/products/dry-shampoo?srsltid=AfmBOoo06Wbafj9_w3Bfpz7P6NZP6cfdtxvQm-Mu_d-eTWnDkLdNsxeZ,,Dry Shampoo,"Absorb excess oil and add oomph between showers with this nutrient-packed, plant-based powder. No one will ever know if you skip a wash day (or two).",$16.74 CAD,Not found,Not found,Odele Beauty,"http://odelebeauty.com/cdn/shop/files/DryShampoo_1oz.jpg?v=1735574566, https://odelebeauty.com/cdn/shop/files/DryShampoo_1oz.jpg?v=1735574566, https://odelebeauty.com/cdn/shop/files/DryShampoo_1oz_600x600_crop_center.jpg?v=1735574566",3,"downloaded_images\Dry_Shampoo\image_1.jpg, downloaded_images\Dry_Shampoo\image_2.jpg, downloaded_images\Dry_Shampoo\image_3.jpg",Completed,2025-07-21T22:10:35.448820
Items-Bid4more,reckquuKYRjpC8dV0,https://www.amazon.com/Purezero-Biotin-Strengthening-Shampoo-Volumizing/dp/B07PY94VJS?th=1&psc=1,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:10:38.929439
Items-Bid4more,recmSt10e2u2qBGtl,https://www.walmart.com/ip/Hask-Biotin-Boost-Thickening-Shampoo-12-fl-oz/710552999,,Hask Biotin Boost Thickening Shampoo,"Hask Biotin Boost Thickening Shampoo is designed to help thicken and volumize hair.  Infused with biotin, collagen, and coffee extract, this shampoo helps strengthen hair, making it look fuller and healthier.",Not found,12 fl oz,Not found,Hask,"https://i5.walmartimages.com/asr/6a72945a-7c0e-4a6a-8168-9286280a46d6.46a99534dd446b5b2163281524c51484.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF, https://i5.walmartimages.com/asr/c02ffb03-274f-4a99-96e1-03171298228b_2.381791211b7c32e85330e39e421aa296.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF",0,,Completed,2025-07-21T22:10:44.735537
Items-Bid4more,recfBzgOwV7HnezD7,https://www.walmart.com/ip/Beloved-Calm-Vegan-Body-Wash-with-Turquoise-Water-Lily-Vitamin-E-18-fl-oz/6382514407,,"Beloved Calm Vegan Body Wash with Turquoise Water Lily & Vitamin E, 18 fl oz","Beloved Calm Body Wash gently cleanses with a nourishing blend of turquoise water lily and vitamin E.  This luxurious body wash will leave you feeling calm, relaxed and refreshed.",Not found,1.25 lb,"2.75"" x 3"" x 8.25""",Beloved,https://i5.walmartimages.com/asr/079873a6-4a64-464b-a01d-f45256e92125.44204e23d33487c39758b4a7434a0349.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,0,,Completed,2025-07-21T22:10:54.352599
Items-Bid4more,recTC2tOO2ekF5dgS,https://a.co/d/9VluNpj,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:10:56.512857
Items-Bid4more,recMsbzepOABxTRkn,https://www.walmart.ca/en/ip/Unicel-C-8316-Replacement-150-SqFt-Pool-Filter-Cartridge-215-Pleats/2IWLU5YTJUFT,,"Unicel C-8316 Replacement 150 SqFt Pool Filter Cartridge, 215 Pleats","This pool cartridge filter features 150 square feet of 3-ounce basis weight media made of 100-percent polyester Reemay material, ensuring high performance and dependable filtration. The uniform pleats and Reemay media deliver higher dirt-holding capacity and more time between cleanings, while the smooth surface resists degradation from chemicals and holds up to multiple cleanings.",$168.99,Not found,Not found,Unicel,https://i5.walmartimages.com/asr/2fa5631b-d1cb-429f-a8b1-f3bc4feaefdc.c2d2c709efa706b10bbf4a1321b13b88.jpeg,1,downloaded_images\Unicel_C-8316_Replacement_150_SqFt_Pool_Filter_Car\image_1.jpeg,Completed,2025-07-21T22:11:05.732855
Items-Bid4more,recXe03TO06oOwX94,https://www.walmart.ca/en/ip/Unicel-C-8316-Replacement-150-SqFt-Pool-Filter-Cartridge-215-Pleats/2IWLU5YTJUFT,,"Unicel C-8316 Replacement 150 SqFt Pool Filter Cartridge, 215 Pleats","This pool cartridge filter ensures high performance and dependable filtration over time.  The uniform pleats and Reemay media deliver higher dirt-holding capacity and more time between cleanings. Plus, the smooth surface of the media makes it easy to maintain, resists degradation from chemicals, stands strong under pressure, and holds up to the rigors of multiple cleanings.",$168.99,Not found,Not found,Unicel,https://i5.walmartimages.com/asr/2fa5631b-d1cb-429f-a8b1-f3bc4feaefdc.c2d2c709efa706b10bbf4a1321b13b88.jpeg,1,downloaded_images\Unicel_C-8316_Replacement_150_SqFt_Pool_Filter_Car\image_1.jpeg,Completed,2025-07-21T22:11:14.542380
Items-Bid4more,recrsiZquWqSsfp89,https://www.walmart.ca/en/ip/Every-Man-Jack-852ML-3in1-All-Over-Wash-Cedarwood/6000207213270?selectedSellerId=0&wl13=3064&gStoreCode=3064&gQT=0,,Every Man Jack 852ML 3in1 All Over Wash Cedarwood,"Clean, hydrate, and condition both hair and body with naturally derived Coconut-Derived Surfactants, Soy Protein, and Aloe Vera for stronger hair and hydrated skin. Born at the base of Mt. Tam in Marin County, California.",CAD$14.97,Not found,Not found,Every Man Jack,https://i5.walmartimages.com/asr/b5f91480-7267-4819-9c38-68202713d82c.4d740b9e9f285db883bc50e51bc6b885.jpeg,1,downloaded_images\Every_Man_Jack_852ML_3in1_All_Over_Wash_Cedarwood\image_1.jpeg,Completed,2025-07-21T22:11:23.392897
Items-Bid4more,recxkDxcnavOqFxOF,https://www.amazon.com/Purezero-Conditioner-Biotin-12-Fl/dp/B07Q1JTB1K,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:25.033940
Items-Bid4more,recydL4xlR9WMogYO,https://a.co/d/f27HdLu,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:27.069515
Items-Bid4more,recL0KqsgKQOvjaLd,https://www.ebay.ca/itm/305198331679,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:44.802952
Items-Bid4more,recWnCJSUWncPR5Iz,https://a.co/d/75aVdYX,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:46.539727
Items-Bid4more,reccxTHh2wh8L3Ufn,https://a.co/d/1mfBu7M,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:48.231048
Items-Bid4more,rec9WhKiPDQk4HhW6,NA,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:48.233941
Items-Bid4more,recJjFE0dEqAOHMZk,NA,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:11:48.235029
Items-Bid4more,recpEolDRkjGMsdyM,https://amzn.asia/d/7qOssof,,Jabra Engage 50 II Stereo - USB-C Headset,The Jabra Engage 50 II Stereo - USB-C headset is designed for all-day intensive use. It prioritizes call clarity and features digital call quality indicators.,Not found,Not found,Not found,Jabra,"https://m.media-amazon.com/images/I/61yMrc9f6rL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/711y9i+j0qL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71sM1h3h0GL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61gN0t4u1rL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/71aM1Q4l-JL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/711q9+hH-8L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/718n1bZ4uZL._AC_UF1000,1000_QL80_.jpg",0,,Completed,2025-07-21T22:11:56.276072
Items-Bid4more,recGJaU2ZP3BXZch5,https://amzn.asia/d/7qOssof,,"Philips Hue White A19 60W Equivalent Smart LED Bulb (Bluetooth + Zigbee) – Works with Alexa, Apple HomeKit & Google Assistant","This Philips Hue White A19 smart LED bulb offers Bluetooth and Zigbee connectivity, making it compatible with various smart home systems like Alexa, Apple HomeKit, and Google Assistant. It provides 60W equivalent brightness for everyday lighting needs.",Not found,Not found,Not found,Philips Hue,"https://m.media-amazon.com/images/I/51LKP9htpUL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/612Yc3yR72L._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51r9ZAKn1JL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/51J-u33l7PL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61yK+B+RViL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61s7QYL+1aL._AC_UF1000,1000_QL80_.jpg, https://m.media-amazon.com/images/I/61i6z+d7aZL._AC_UF1000,1000_QL80_.jpg",0,,Completed,2025-07-21T22:12:06.618948
